sentence_id,year,month,year_month,source,period,sentence,sentiment_label,sentiment_score,confidence
03114,2020,07,2020-07,bbc_news_tv,covid,"the key question for you, if you are saying that two thirds of the income comes from box office, is reopening and no amount of money ran office, is reopening and no amount of money can affect office, is reopening and no amount of money can effect when deters can of money ran affect when deters ran do that.",negative,-1,0.6808
03115,2020,07,2020-07,bbc_news_tv,covid,"we also have a fully rehearsed production of a play with timothy shanley, we finish wrestle just as lockdown head we are poised to bring that back as hospital two possible.",positive,1,0.5267
03116,2020,07,2020-07,bbc_news_tv,covid,"businesses in england are to receive a thousand pounds for every young trainee they take on, as part of the government’s stategy to help the economy recover from the coronavirus crisis.",negative,-1,0.34
03117,2020,07,2020-07,bbc_news_tv,covid,they also want to see an extension of the pirlo scheme for those sectors that pirto scheme for those sectors that are taking a bit pirlo scheme for those sectors that are taking a bit longer -- furlough scheme for those sectors that are taking a bit longer to get back.,positive,1,0.0772
03118,2020,07,2020-07,bbc_news_tv,covid,"the company says it will also reduce the number of people employed in its remaining shops - to reflect the fall in demand, and enhanced safety measures.",positive,1,0.3818
03119,2020,07,2020-07,bbc_news_tv,covid,"the ambassador was very short on detail when it came to the consequences that the may face, f, as expected, said of the government to that decision, there would be damage to britain’s reputation, a negative impact amongst chinese business communities in the .",negative,-1,0.7845
03120,2020,07,2020-07,bbc_news_tv,covid,"when asked about the british decision to offer, to relax immigration rules for potentially up immigration mles for potentially up to 3 immigration rules for potentially up to 3 million people from hong kong, to 3 million peopla from hong kong, he said again to 3 million people from hong kong, he said again this was irresponsible he said again this was irresponsibla and an he said again this was irresponsible and an interference in internal affairs, but he specifically said the chinese government will wait until it sees what the british government actually does before making a response to that.",negative,-1,0.2382
03121,2020,07,2020-07,bbc_news_tv,covid,"lockdown restrictions are being eased in scotland, wales and northern ireland today.",positive,1,0.296
03122,2020,07,2020-07,bbc_news_tv,covid,people in northern ireland will be able to visit loved ones in hospital for the first time in months as part of lockdown measures easing there.,positive,1,0.7096
03123,2020,07,2020-07,bbc_news_tv,covid,the border between australia’s two most heavily populated states is to be closed to combat a spike in coronavirus cases.,negative,-1,0.34
03124,2020,07,2020-07,bbc_news_tv,covid,travel restrictions between victoria and new south wales will come into force on wednesday.,neutral,0,0.0
03125,2020,07,2020-07,bbc_news_tv,covid,"in the victorian capital melbourne, nine tower blocks have been put under a strict lockdown and people’s movements in more than 30 suburbs have been restricted.",negative,-1,0.5423
03126,2020,07,2020-07,bbc_news_tv,covid,"the city reported 127 new cases on monday, its highest daily increase since march.",positive,1,0.3182
03127,2020,07,2020-07,bbc_news_tv,covid,"let’s take you straight to edinburgh now, where the first minister is holding a coronavirus daily briefing.",positive,1,0.2263
03128,2020,07,2020-07,bbc_news_tv,covid,m: we were unable to report the figure yesterday due to a power surge which affected the servers in the national affected the sewers in the national records affected the servers in the national records of scotland.,negative,-1,0.4215
03129,2020,07,2020-07,bbc_news_tv,covid,in that time i am pleased to report that no deaths were registered of patients in country a test of having the virus.,positive,1,0.1779
03130,2020,07,2020-07,bbc_news_tv,covid,country a test of having the vims.,neutral,0,0.0
03131,2020,07,2020-07,bbc_news_tv,covid,the total country a test of having the virus.,neutral,0,0.0
03132,2020,07,2020-07,bbc_news_tv,covid,the total number of deaths in scotland under that measurement therefore remains at 2&88.,positive,1,0.1513
03133,2020,07,2020-07,bbc_news_tv,covid,"it is worth remembering that these figures to cover the weekend, time and registrations can be artificially registrations ran be artificially low, so registrations can be artificially low, so we may see more deaths registered later this week.",negative,-1,0.3182
03134,2020,07,2020-07,bbc_news_tv,covid,"however, these figures undoubtedly continue a trend that we have seen for some time now and further demonstrate the continued progress we are making in the battle against covid.",positive,1,0.0516
03135,2020,07,2020-07,bbc_news_tv,covid,"i want to thank our health and care workers on what was health and rare workers on what was the 72nd health and care workers on what was the 72nd anniversary of a health service yesterday, people across scotland paid tribute to the work you’re doing",positive,1,0.8481
03136,2020,07,2020-07,bbc_news_tv,covid,last week we made the decision to delay the lifting of travel restrictions for people living in restrictions for peopla living in certain restrictions for people living in certain parts of the dumfries and galloway region.,positive,1,0.2263
03137,2020,07,2020-07,bbc_news_tv,covid,that delay was necessary to allow us to plead testing and contact tracing and assessed at the outbreak there had been contained.,negative,-1,0.1027
03138,2020,07,2020-07,bbc_news_tv,covid,"since last thursday, only one additional case has been identified, which brings the total number of cases within this cluster to 12.",positive,1,0.1513
03139,2020,07,2020-07,bbc_news_tv,covid,"in total, 23 contacts have been traced and have all been offered testing and are only self isolating.",neutral,0,0.0
03140,2020,07,2020-07,bbc_news_tv,covid,"however, we are seeking final assurances and information today around the situation at carlisle hospital and situation at “artisla hospital and more situation at carlisle hospital and more generally in cumbria.",positive,1,0.34
03141,2020,07,2020-07,bbc_news_tv,covid,i am hopeful that following a further review later today we will be able to lift the restrictions for will give an update on that then.,positive,1,0.5106
03142,2020,07,2020-07,bbc_news_tv,covid,that includes all those who have been involved in the object directly as a use been involved in the object directly as a case or contact your willingness to comply with the test and protect system has been absolutely invaluable.,positive,1,0.5719
03143,2020,07,2020-07,bbc_news_tv,covid,i also want to thank all of the public health staff in dumfries and galloway who have been involved in the management of this incident.,positive,1,0.4215
03144,2020,07,2020-07,bbc_news_tv,covid,this will not be the last localised outbreak that we see.,neutral,0,0.0
03145,2020,07,2020-07,bbc_news_tv,covid,there will be further occasions and other parts of scotland worry may have to ask people to restrict may have to ask peopla to restrict their may have to ask people to restrict their activities as an outbreak is contained.,negative,-1,0.8658
03146,2020,07,2020-07,bbc_news_tv,covid,that is the reality of trying to control the virus for which we do not have yet any treatment and no vaccine.,negative,-1,0.296
03147,2020,07,2020-07,bbc_news_tv,covid,it is only by complying with strict control measures that we will be able to keep the virus under control and hopefully reduce the number of outbreaks that we face.,positive,1,0.4588
03148,2020,07,2020-07,bbc_news_tv,covid,at the start of phase to be published guidance to help hospitality businesses prepare for a safe reopening.,positive,1,0.6808
03149,2020,07,2020-07,bbc_news_tv,covid,"i was impressed with the kinds of measures that have been put in place there, they included new procedures to collect customer because my contact collect customer berause my contact details, signs collect customer because my contact details, signs to promote physical distilling -- distancing, and perspex greens.",positive,1,0.6908
03150,2020,07,2020-07,bbc_news_tv,covid,"the hospitality and tourism businesses are working hard to prepare for this reopening, so i want to to prepare for this reopening, sol want to thank everyone in the sector who is playing their part.",positive,1,0.5829
03151,2020,07,2020-07,bbc_news_tv,covid,the government is determined to do all we can to make determined to do all we ran to make this reopening a determined to do all we can to make this reopening a success.,positive,1,0.872
03152,2020,07,2020-07,bbc_news_tv,covid,we knew that implementing some of the safety that implamenting some of the safety and physical that implementing some of the safety and physical distancing measures can create specific challenges and reduce the number of people that can reduce the number of peopla that ran be in reduce the number of people that can be in these places at any given time.,positive,1,0.8934
03153,2020,07,2020-07,bbc_news_tv,covid,"i want to run through some of the basic to through some of the basic guidelines to run through some of the basic guidelines that we all need to follow if we are going to an outdoor bar, cafe or restaurant.",positive,1,0.0772
03154,2020,07,2020-07,bbc_news_tv,covid,you should still be physically distancing out with your own household and maintain vigorous hygiene measures.,neutral,0,0.0
03155,2020,07,2020-07,bbc_news_tv,covid,"in short, if you are right somewhere and there are no clear safety measures in place then dear safety measures in place then you should clear safety measures in place then you should really consider leaving or not going in in the first place because if as you go to a bar or a restaurant outside right now, if it feels entirely normal, like it was before the pandemic, then something is wrong and measures are not being properly implemented.",positive,1,0.7151
03156,2020,07,2020-07,bbc_news_tv,covid,if we all do that we can really help to support a hospitality and tourism sector to help it in that process of recovery and ensuring that as we do so we continue to suppress the virus and keep everybody safe.,positive,1,0.9128
03157,2020,07,2020-07,bbc_news_tv,covid,as we point of a dose on today.,neutral,0,0.0
03158,2020,07,2020-07,bbc_news_tv,covid,"as we start to see the virus are receding and we ease more of the restrictions, there is a real danger, and i guess it is my biggest worry, back complacency starts to satin.",negative,-1,0.5859
03159,2020,07,2020-07,bbc_news_tv,covid,this virus has not gone away.,neutral,0,0.0
03160,2020,07,2020-07,bbc_news_tv,covid,"as we remove the restrictions that have been keeping it under control, there is a risk that we will see transmission rates again.",negative,-1,0.2732
03161,2020,07,2020-07,bbc_news_tv,covid,"just think in everything we do, are we creating our possible bridge for the virus to our possibla bridge for the virus to jump across?",positive,1,0.296
03162,2020,07,2020-07,bbc_news_tv,covid,our possible bridge for the virus to jump across?,neutral,0,0.0
03163,2020,07,2020-07,bbc_news_tv,covid,"that is we keep stressing the public health campaign, because that stresses the things that we need to remember and abide by if we want to keep the virus at bay.",negative,-1,0.6369
03164,2020,07,2020-07,bbc_news_tv,covid,"so face coverings enclosed -- enclosed spaces, avoid pub“: enclosed -- enclosed spaces, avoid public spaces, clean your hands on hard surface regularly, to me your hard surface regularty, to me your distancing hard surface regularly, to me your distancing remains the overall rule distancing remains the overall mle and distancing remains the overall rule and self-isolate and pick a task if you have set -- have symptoms.",negative,-1,0.4404
03165,2020,07,2020-07,bbc_news_tv,covid,"if you remember these five measures, as we get more and more back to normality, we will keep the virus under control and drive it down to levels we hope close to elimination.",positive,1,0.4404
03166,2020,07,2020-07,bbc_news_tv,covid,i will hand over to the chief medical officer before he and i am the health secretary will take questions from journalists.,positive,1,0.4939
03167,2020,07,2020-07,bbc_news_tv,covid,one of the positive changes has been the increased use of technology enabled care.,positive,1,0.836
03168,2020,07,2020-07,bbc_news_tv,covid,"it enables people to have health consultations by video rather than having to come into a hospital, a practice, a clinic or a care practice, a clinic or a rare setting.",positive,1,0.4939
03169,2020,07,2020-07,bbc_news_tv,covid,the use of it has expanded during the pandemic.,neutral,0,0.0
03170,2020,07,2020-07,bbc_news_tv,covid,it also supports people living in care homes to peopla living in rare homes to access people living in care homes to access services and support.,positive,1,0.891
03171,2020,07,2020-07,bbc_news_tv,covid,"the quarantine arrangements for international arrivals dependent on a high degree of trust, but backed up by the possibility of enforcement.",positive,1,0.3182
03172,2020,07,2020-07,bbc_news_tv,covid,"we took a decision to manage this aspect of the system within our own public health arrangements, therefore there is work that needs to be done to allow the data to flow from the home allow the data to ﬂow from the home office to allow the data to flow from the home office to public health scotland.",positive,1,0.5719
03173,2020,07,2020-07,bbc_news_tv,covid,"the final was received by public health scotland on friday of last week, which will allow the czechs to start tomorrow.",positive,1,0.2263
03174,2020,07,2020-07,bbc_news_tv,covid,i think that is positive.,positive,1,0.5574
03175,2020,07,2020-07,bbc_news_tv,covid,passengers coming into scotland are made fully aware of the quarantine arrangements.,neutral,0,0.0
03176,2020,07,2020-07,bbc_news_tv,covid,public health scotland will take that forward.,neutral,0,0.0
03177,2020,07,2020-07,bbc_news_tv,covid,"just like test and protect, while it just like test and protect, whila it has taken just like test and protect, while it has taken a bit of time to do that, it now means that we have this system fully embedded within our pub“: system fully embedded within our public health infrastructure here in public health here in scotland, public health infrastructure here in scotland, so we are not reliant on pub“: scotland, so we are not reliant on public health and then, for example, carrying out these checks for us.",positive,1,0.9111
03178,2020,07,2020-07,bbc_news_tv,covid,"the second point i was going to make, which underlies the going to make, which underties the point, is let’s going to make, which underlies the point, is let’s not forget that we have the prevalence of the virus in have the prevalance of the virus in scotland have the prevalence of the virus in scotland now that is a very low levels, five times lower we think than elsewhere in the , so scmtiny ring than elsewhere in the , so scrutiny ring of these things is scmtiny ring of these things is perfectly scrutiny ring of these things is perfectly and necessary, in fact, the levels of the virus rate i would suggest that the scottish government might be getting some things right here in terms of getting this virus to the levels we want to be attacked.",positive,1,0.5822
03179,2020,07,2020-07,bbc_news_tv,covid,how does this set the tone for the hospitality sector reopening in a week or so endorse?,positive,1,0.4572
03180,2020,07,2020-07,bbc_news_tv,covid,"i know from some of the conversations i have had, the hospitality sector want to make sure that this first step in reopening goes well and they are able to demonstrate that this can be done demonstrate that this ran be done safely.",positive,1,0.7845
03181,2020,07,2020-07,bbc_news_tv,covid,"it is not difficult through a couple of images to make it seem as if everybody is floating the rules, but everybody is ﬂoating the mles, but of course, everybody is floating the rules, but of course, even if it is just a minority, every single one of us that doesn’t follow these rules or that doesn’t follow these mles or doesn’t that doesn’t follow these rules or doesn’t behave we are going to leave that news conference in edinburgh with nicole sturgeon because we want you to take -- want to take it to wales, because they are to stay local requirements are to stay oral requirements advising are to stay local requirements advising people to stay within five advising peopla to stay within five milas advising people to stay within five miles of their home has entered today.",positive,1,0.2858
03182,2020,07,2020-07,bbc_news_tv,covid,mark stretford has outlined how the latest evidence has informed the decision to continue the easing of lockdown restrictions.,positive,1,0.25
03183,2020,07,2020-07,bbc_news_tv,covid,"the factors that tell us how much freedom we have include the latest scientific and medical evidence about the transmission of coronavirus in walas, to transmission of coronavirus in wales, to testing positivity walas, to testing positivity figures, wales, to testing positivity figures, that is to say the proportion of tests that we carried out which are returned as being positive.",positive,1,0.9565
03184,2020,07,2020-07,bbc_news_tv,covid,"at the peak of coronavirus, 45% of all tests coronavims, 4596 of all tests processed coronavirus, 45% of all tests processed by wales laboratories were positive.",positive,1,0.5574
03185,2020,07,2020-07,bbc_news_tv,covid,"we look as well at new confirmed cases, the number of people dying from the disease, and access deaths.",positive,1,0.34
03186,2020,07,2020-07,bbc_news_tv,covid,"we look, as well, the number of people admitted to hospital with coronavirus and the number of people treated in critical care units.",positive,1,0.6124
03187,2020,07,2020-07,bbc_news_tv,covid,"when those figures are heading in the right direction, that creates new headroom for us to go on lifting lockdown restrictions.",positive,1,0.2732
03188,2020,07,2020-07,bbc_news_tv,covid,the has to respond to respond to the virus.,neutral,0,0.0
03189,2020,07,2020-07,bbc_news_tv,covid,the has to respond to many other important demands that come through its door every day and we have to find out how much room there is for the to respond to coronavirus.,positive,1,0.2023
03190,2020,07,2020-07,bbc_news_tv,covid,"we look at how our test, trace, protect system is working.",positive,1,0.3818
03191,2020,07,2020-07,bbc_news_tv,covid,"because we continue to lift the restrictions in the wales and a careful way, we in the walas and a careful way, we are in the wales and a careful way, we are able to look at the impact of the changes we have already made and what we are learning from them.",positive,1,0.4215
03192,2020,07,2020-07,bbc_news_tv,covid,that final point is at the heart of the welsh approach to easing lockdown.,positive,1,0.7351
03193,2020,07,2020-07,bbc_news_tv,covid,both have underlined the importance of taking that step-by-step approach to easing restrictions.,positive,1,0.5423
03194,2020,07,2020-07,bbc_news_tv,covid,"safety measures are in place, including limited numbers, best mass and strict itineraries.",positive,1,0.7269
03195,2020,07,2020-07,bbc_news_tv,covid,a broad welcome for the rescue package to prop up the cultural sector during the covid-19 crisis.,positive,1,0.296
03196,2020,07,2020-07,bbc_news_tv,covid,"also this lunchtime: lockdown restrictions continue to be eased around the - beer gardens reopen in scotland, in wales the five-mile travelrestriction is lifted, and in northern ireland nail bars and tattoo parlours can reopen.",positive,1,0.296
03197,2020,07,2020-07,bbc_news_tv,covid,"tower blocks in lockdown - after a spike in infections in these apartments, australia closes the border between new south wales and victoria.",negative,-1,0.2263
03198,2020,07,2020-07,bbc_news_tv,covid,the government’s support package for the arts industry has been broadly welcomed by a sector which has been ravaged by the covid pandemic.,positive,1,0.6249
03199,2020,07,2020-07,bbc_news_tv,covid,"theatres, music venues, cinemas and museums across the country have been brought to their knees by the covid-19 pandemic, with many saying they will be bankrupt within weeks without emergency government support.",negative,-1,0.5682
03200,2020,07,2020-07,bbc_news_tv,covid,"there are likely to be many winners, but the money has come too late for some venues that have already been forced to close, while others onlyjust clinging on to the hope of a post-pandemic return.",positive,1,0.2263
03201,2020,06,2020-06,bbc_news_tv,covid,"my concern - and i’d go so far as to say my anger - is the delay it’s taken, because this could mean more people having caught the virus in the community because there are some times where you simply can’t keep a social distance, and this delay, i think, has been good for nobody.",negative,-1,0.6932
03202,2020,06,2020-06,bbc_news_tv,covid,"brazil overtakes italy as the country with third-highest coronavirus death toll with more than 3a,000 deaths.",negative,-1,0.5994
03203,2020,06,2020-06,bbc_news_tv,covid,the british medical association says the rule should be extended to anywhere that cannot ensure safe social distancing.,negative,-1,0.5559
03204,2020,06,2020-06,bbc_news_tv,covid,"elsewhere, a new national helath service coronavirus contact-tracing app - which is at the heart of england’s coronavirus track and trace programme - should be in place by the end of the month, according to business minister nadhim zahawi.",positive,1,0.6369
03205,2020,06,2020-06,bbc_news_tv,covid,"around the world, brazil has surpassed italy to become the country with the third highest number of coronavirus deaths, after the united states and the .",positive,1,0.4767
03206,2020,06,2020-06,bbc_news_tv,covid,"meanwhile in france, the government’s top scientific advisor has said the epidemic there is now under control.",positive,1,0.2023
03207,2020,06,2020-06,bbc_news_tv,covid,"and in scotland, it’s emerged that a coronavirus epidemic simulated by public health experts two years ago, highlighted potential problems, such as a lack of protective equipment.",negative,-1,0.6124
03208,2020,06,2020-06,bbc_news_tv,covid,the scientists have been very clear that they are struggling they’ve that they are struggling.,negative,-1,0.4033
03209,2020,06,2020-06,bbc_news_tv,covid,"but as i say, there is no point introducing it if the most important thing is two metres social distancing, so if you have two metres social distancing, then this is a marginal impact.",neutral,0,0.0414
03210,2020,06,2020-06,bbc_news_tv,covid,"in northern ireland, they are recommended where social distancing isn’t possible.",positive,1,0.2023
03211,2020,06,2020-06,bbc_news_tv,covid,"transport unions have welcomed the move, which they said is overdue, and the doctors’ union, the , has asked the requirement isn’t being brought in right away and that it should be widened to other areas where social distancing isn’t always possible.",positive,1,0.34
03212,2020,06,2020-06,bbc_news_tv,covid,: test and trace will contact you to trace people you might have infected.,negative,-1,0.4939
03213,2020,06,2020-06,bbc_news_tv,covid,the test and trace scheme in england is key to controlling the spread of the virus.,neutral,0,0.0
03214,2020,06,2020-06,bbc_news_tv,covid,it’s up and running with thousands of people in place to contact those who’ve come in contact with the virus.,neutral,0,0.0
03215,2020,06,2020-06,bbc_news_tv,covid,: the covid-19 app part of this is a smartphone app which is being trialled in the isle of wight.,neutral,0,0.0
03216,2020,06,2020-06,bbc_news_tv,covid,"the 14-day quarantine for most arrivals into the , which starts on monday, has caused a rift between the government and the airline industry.",neutral,0,0.0
03217,2020,06,2020-06,bbc_news_tv,covid,"effectively the lockdown will be eased further in england on june 15, so called non-essential june 15, so rallad non-essential retail, june 15, so called non-essential retail, department stores and so on, will open up.",positive,1,0.6249
03218,2020,06,2020-06,bbc_news_tv,covid,"there is a feeling that it is likely that public transport, very few people using it transport, very few peopla using it at transport, very few people using it at the moment generally speaking, but the usage will increase because my people have to go to work in my peopla have to go to work in those shops my people have to go to work in those shops more people will be those shops more peopla will be doing those shops more people will be doing shopping, and it may be difficult to maintain the recommended two metres of social distancing in some circumstances.",positive,1,0.2846
03219,2020,06,2020-06,bbc_news_tv,covid,"and indeed the scientific evidence was marginal, that effectively there has been disagreement not among disagreement not just among scientists but behind-the-scenes amongst government ministers on when and if they should be introduced.",positive,1,0.157
03220,2020,06,2020-06,bbc_news_tv,covid,"there has been widespread criticism on the timing of it certainly, certain - timing of it certainly, certain groups, the british medical association, some of the rail unions have been pushing for this to happen much earlier when the virus was at much eartier when the virus was at its peak.",positive,1,0.6249
03221,2020,06,2020-06,bbc_news_tv,covid,the much earlier when the virus was at its peak.,neutral,0,0.0
03222,2020,06,2020-06,bbc_news_tv,covid,"my concern - and i’d go so far as to say my anger - is the delay it’s taken, because this could mean more people having caught the virus in the community because there are some times where you simply can’t keep a social distance, and this delay, i think, has been good for nobody.",negative,-1,0.6932
03223,2020,06,2020-06,bbc_news_tv,covid,let’s talk about the contact tracing app as part of the wider test and trace strategy here in england.,neutral,0,0.0
03224,2020,06,2020-06,bbc_news_tv,covid,the government’s explanation is that as infection rates fall this is probably a good thing because there are fewer contacts to be traced.,positive,1,0.4404
03225,2020,06,2020-06,bbc_news_tv,covid,the new deals are aimed at guaranteeing early supply of the vaccine to lower income countries.,negative,-1,0.296
03226,2020,06,2020-06,bbc_news_tv,covid,astrazeneca’s chief executive spoke to the earlier about how any future vaccine would be distributed.,neutral,0,0.0
03227,2020,06,2020-06,bbc_news_tv,covid,"in that instance, we are not competing with one another, we are competing against this virus and there is a lot of collaboration that is ongoing across industry, so we can deliver several vaccines by the fall and before the end of this year.",neutral,0,0.0
03228,2020,06,2020-06,bbc_news_tv,covid,"if you are in the and you want to know how many coronavirus cases have know how many coronavims cases have been in your know how many coronavims rases have been in your area, know how many coronavirus cases have been in your area, find out by going to the news website, where you ran see to the news website, where you can see how many cases and indeed ran see how many rases and indeed deaths at can see how many cases and indeed deaths at there have been where you live simply by putting in your postcode or location.",positive,1,0.0772
03229,2020,06,2020-06,bbc_news_tv,covid,"brazil has now overtaken italy to become the country with the third-highest number of deaths from coronavirus, after the united states and britain.",positive,1,0.4767
03230,2020,06,2020-06,bbc_news_tv,covid,"the brazilian health ministry said more than 3a,000 brazilians had lost their lives with covid-19.",negative,-1,0.3182
03231,2020,06,2020-06,bbc_news_tv,covid,it reported almost 1500 deaths in the last 2a hours - that’s more than one death every minute.,negative,-1,0.6326
03232,2020,06,2020-06,bbc_news_tv,covid,"in italy - which faced their outbreak much ealier - the overall death toll from the virus is over 33,000 people.",negative,-1,0.5994
03233,2020,06,2020-06,bbc_news_tv,covid,our reporter camilla mota has been to manaus - the largest city in the amazon - and an area with one of the country’s highest death rates from coronavirus.,negative,-1,0.4939
03234,2020,06,2020-06,bbc_news_tv,covid,"today, he’s on his way to the home of someone who died from covid-19.",negative,-1,0.5574
03235,2020,06,2020-06,bbc_news_tv,covid,it’s hard to say goodbye during covid-19.,negative,-1,0.1027
03236,2020,06,2020-06,bbc_news_tv,covid,manaus has one of the highest death rates from covid-19 in brazil.,negative,-1,0.5994
03237,2020,06,2020-06,bbc_news_tv,covid,"the infection rate here is a still rising, with fears there aren’t enough beds for the sick.",negative,-1,0.7269
03238,2020,06,2020-06,bbc_news_tv,covid,doctors say it’s reduced time spent in hospital.,neutral,0,0.0
03239,2020,06,2020-06,bbc_news_tv,covid,"he’s following the rules strictly, but he is concerned that others are not.",neutral,0,0.0
03240,2020,06,2020-06,bbc_news_tv,covid,"like him, many brazilians are waiting with a sense of unease for the peak still to come.",negative,-1,0.0516
03241,2020,06,2020-06,bbc_news_tv,covid,"a lawyer for the family told mourners that a ""pandemic of racism"" led to his death.",negative,-1,0.8957
03242,2020,06,2020-06,bbc_news_tv,covid,""" because of the coronavirus pandemic, the service was closed, but hundreds of people gathered at this makeshift memorial of flowers placed around the block where floyd died when a police officer knelt on his neck.",negative,-1,0.8674
03243,2020,06,2020-06,bbc_news_tv,covid,"australia’s prime minister, scott morrison, warned of the coronavirus risk involved in large gatherings.",negative,-1,0.4939
03244,2020,06,2020-06,bbc_news_tv,covid,the government of new south wales argues that protesters will be unable to guarantee safe social distancing.,positive,1,0.1027
03245,2020,06,2020-06,bbc_news_tv,covid,"brazil overtakes italy as the country with third-highest coronavirus deaths with more than 3a,000 deaths.",neutral,0,0.0
03246,2020,06,2020-06,bbc_news_tv,covid,normal surgery will not be resuming at this time dentistry felt the lockdown more than most.,neutral,0,0.0
03247,2020,06,2020-06,bbc_news_tv,covid,"and even then, ensuring the virus does not spread will have a huge impact.",positive,1,0.5267
03248,2020,06,2020-06,bbc_news_tv,covid,we will be open on monday but it will only be for urgent cases.,positive,1,0.296
03249,2020,06,2020-06,bbc_news_tv,covid,it is not a case ofjust getting a mask or opening the doors.,neutral,0,0.0
03250,2020,06,2020-06,bbc_news_tv,covid,"one in 1,000 people have coronavirus in community settings across england, the latest figures from the office for national statistics show.",neutral,0,0.0
03251,2020,06,2020-06,bbc_news_tv,covid,"they are going to homes, they are not catching prisons, care they are not matching prisons, rare homes or they are not catching prisons, care homes or hospitals.",negative,-1,0.6435
03252,2020,06,2020-06,bbc_news_tv,covid,what did we learn about non-covid-19 deaths?,neutral,0,0.0
03253,2020,06,2020-06,bbc_news_tv,covid,"we have all seen over the last two metro three months, the number of deaths across the have risen rapidly.",positive,1,0.0772
03254,2020,06,2020-06,bbc_news_tv,covid,most of that is due to covid deaths directly.,neutral,0,0.0
03255,2020,06,2020-06,bbc_news_tv,covid,between a quarter and a third are due to non-covid deaths.,neutral,0,0.0
03256,2020,06,2020-06,bbc_news_tv,covid,"the interest is trying to understand what is it, is it undiagnosed covid, is it the stresses and strains on health care stresses and strains on health rare system, or is it a stresses and strains on health care system, or is it a victims of the lockdown?",negative,-1,0.7579
03257,2020,06,2020-06,bbc_news_tv,covid,"we saw the figures out yesterday, on testing.",neutral,0,0.0
03258,2020,06,2020-06,bbc_news_tv,covid,"if you think about the answers you’re talking about, it might take awhile before a failure to get screened turns into rancer failure to get screened turns into cancer deaths later down the road.",negative,-1,0.9001
03259,2020,06,2020-06,bbc_news_tv,covid,"the same old story, whenever we see a bad winter, with bad winter flu, you see an increase bad winterﬂu, you see an increase in deaths bad winter flu, you see an increase in deaths attributed to alzheimer’s.",negative,-1,0.9231
03260,2020,06,2020-06,bbc_news_tv,covid,"the difficulty in conveying your if you have a condition like that, it is possible that some like that, it is possibla that some of these like that, it is possible that some of these deaths are attributable to undiagnosed covid in the very elderty and undiagnosed covid in the very elderly and frail populations, but elderty and frail populations, but we are elderly and frail populations, but we are not getting exactly the number.",positive,1,0.4588
03261,2020,06,2020-06,bbc_news_tv,covid,the numbers that would enable you to make a trade-off between the lockdown that is necessary to prevent further deaths.,neutral,0,0.0258
03262,2020,06,2020-06,bbc_news_tv,covid,because this could mean more people having caught the virus in the community.,neutral,0,0.0
03263,2020,06,2020-06,bbc_news_tv,covid,"brazil has overtakes italy to become the country third- worst hit by coronavirus, with one brazilian dying every minute with covid-19.",negative,-1,0.6249
03264,2020,06,2020-06,bbc_news_tv,covid,"this was the fourth round of post-brexit trade talks between the and the , which have been taking place remotely in the shadow of the coronavirus crisis.",negative,-1,0.6249
03265,2020,06,2020-06,bbc_news_tv,covid,the coronavirus hasn’t helped matters but it’s not been the only reason these talks haven’t made much progress.,positive,1,0.5789
03266,2020,06,2020-06,bbc_news_tv,covid,what’s known as the level playing field - measures to ensure businesses on one side don’t have an unfair advantages over their competitors on the other.,positive,1,0.4215
03267,2020,06,2020-06,bbc_news_tv,covid,"particularly closely to rules on things like workers’ rights, environmental regulations and state aid or subsidies for business.",positive,1,0.3612
03268,2020,06,2020-06,bbc_news_tv,covid,"remember, the left the onjanuary the 31st and we’re now in a transition period, when all the rules and regulations and payments stay the same, until the end of the year.",neutral,0,0.0
03269,2020,06,2020-06,bbc_news_tv,covid,"the economic challenges of covid could strengthen the case for compromise, or they could provide cover for those who favour a more radical break with the .",positive,1,0.6705
03270,2020,06,2020-06,bbc_news_tv,covid,"spain and italy, two of the european countries hardest hit by coronavirus, are now beginning to emerge from and strict lockdowns.",neutral,0,0.0
03271,2020,06,2020-06,bbc_news_tv,covid,"but are european countries - anxious to open up for their tourist seasons and get flagging economies back on their feet - acting too soon, and possibly risking a second wave?",negative,-1,0.6652
03272,2020,06,2020-06,bbc_news_tv,covid,"let’s get a sense of what is happening with the vims a sense of what is happening with the virus in both countries, first of all.",neutral,0,0.0
03273,2020,06,2020-06,bbc_news_tv,covid,"well, as in other countries, the epidemic is under control, the number of deaths has decreased almost tenfold, probably more than tenfold if you take into account registration from the beginning of april two now.",positive,1,0.34
03274,2020,06,2020-06,bbc_news_tv,covid,50 the health service there is not overwhelmed.,neutral,0,0.0382
03275,2020,06,2020-06,bbc_news_tv,covid,what would you assess the status of the virus to be in the country right now?,neutral,0,0.0
03276,2020,06,2020-06,bbc_news_tv,covid,"we are not overwhelmed, there are few new serious admissions, and almost no deaths on a daily basis.",negative,-1,0.3302
03277,2020,06,2020-06,bbc_news_tv,covid,"another question is the population, the population i would say is not fully under control in terms of respecting the control measures that the government has outlined, maintaining physical distance, using masks on transportation, and when they are not able to maintain those two metres.",positive,1,0.4939
03278,2020,06,2020-06,bbc_news_tv,covid,"therein, jeffrey, lies the conundrum therein, jeffrey, lies the conundmm for any country therein, jeffrey, lies the conundrum for any country that comes out of its lockdown.",negative,-1,0.8126
03279,2020,06,2020-06,bbc_news_tv,covid,"how people will react, its lockdown.",neutral,0,0.0
