sentence_id,year,month,year_month,source,period,sentence,sentiment_label,sentiment_score,confidence
01314,2020,05,2020-05,bbc_news_tv,covid,the cabinet secretary has outlined in the form of antibody testing so that will hopefully build a picture of the numbers who might have had the virus in the past and to what extent they have immunity as a result of that.,neutral,0,0.9934685230255127
01315,2020,05,2020-05,bbc_news_tv,covid,i was asking are we passed the peak of coronavirus is boris johnson suggesting on his news conference yesterday?,negative,-1,0.9950574636459351
01316,2020,05,2020-05,bbc_news_tv,covid,there are key workers ran book a for a test?,negative,-1,0.9965858459472656
01317,2020,05,2020-05,bbc_news_tv,covid,there are key workers can book a test and through the ran book a test and through the drive-through can book a test and through the drive-through centres.,neutral,0,0.9980371594429016
01318,2020,05,2020-05,bbc_news_tv,covid,"i think we are seeing positive signs of progress against the spires, principally in terms of the reduction in the numbers of people we see in intensive care and stabilisation of the as you today this still got rates of hospital admissions that tells us the transmission of the virus of reduced down our estimates of the all-important our numbers.",neutral,0,0.9895171523094177
01319,2020,05,2020-05,bbc_news_tv,covid,the most important thing we can do is sticking with the rules we ran do is sticking with the mles and we can do is sticking with the rules and particularly as we go to another and particularty as we go to another began the and particularly as we go to another began the message i want people to hear loudly and clearly so that we hear loudly and doarty so that we do not hear loudly and clearly so that we do not take our foot off the gas and think we are past the danger point starts to ease up and find we’re into another peak that this may be a lot higher than the one we just tired.,neutral,0,0.9981923699378967
01320,2020,05,2020-05,bbc_news_tv,covid,subtle shifts in the way people are behaving could in the way peopla are behaving could cad in the way people are behaving could lead us back into the exponential growth in cases resort beforehand growth in rases resort beforehand and growth in cases resort beforehand and could take us back to a new high in infections that you create another peak within the system so i would be very cautious in saying we would be through the peak at the moment.,negative,-1,0.9873459935188293
01321,2020,05,2020-05,bbc_news_tv,covid,there are encouraging signs of decline in cases,neutral,0,0.9921370148658752
01322,2020,05,2020-05,bbc_news_tv,covid,but i would have seen more of decline in cases,negative,-1,0.9943656921386719
01323,2020,05,2020-05,bbc_news_tv,covid,i stay home in our own house rules -- in our own our own house mles -- in our own households our own house rules -- in our own households we are breaking the chain of transmission of the virus.,neutral,0,0.9975659847259521
01324,2020,05,2020-05,bbc_news_tv,covid,every time anyone of us -- to see one or two people more than we are supposed two peopla more than we are supposed to from two people more than we are supposed to from different households we are creating a bridge if you like that virus ran hop creating a bridge if you like that virus can hop across that is what we virus ran hop across that is what we have to stay virus can hop across that is what we have to stay separate from each other and stay with our household groups so those bridges are not there the bias cannot hop from one to there the bias rannot hop from one to another there the bias cannot hop from one to another and that is what is allowing us to suppress it right now.,neutral,0,0.9412997364997864
01325,2020,05,2020-05,bbc_news_tv,covid,"it has been almost seven weeks since the world health organization said test, test, test.",negative,-1,0.9956272840499878
01326,2020,05,2020-05,bbc_news_tv,covid,"and i have had huge respect for it since i was health secretary in dealing with the swine flu pandemic, dealing with the swine pandemic, but it gives dealing with the swine flu pandemic, but it gives advice to all countries are very different stages of development and capacities and pub“: development and capacities and public health infrastructure.",neutral,0,0.9988756775856018
01327,2020,05,2020-05,bbc_news_tv,covid,"what we have done is build an approach that is right for our circumstances and we have taken steps to build capacity of testing that then allows us to expand eligibility for testing that process as you saw in the figures i give you today, the skill of progress we have made, i said eartier on of progress we have made, i said earlier on at the start of their eartier on at the start of their brief we earlier on at the start of their brief we can process 350 per day and brief we ran process 350 per day and we ran argue brief we can process 350 per day and we can argue over 4000 tests per we ran argue over 4000 tests per day.",neutral,0,0.9987187385559082
01328,2020,05,2020-05,bbc_news_tv,covid,nicola sturgeon announced another a0 nicola sturgeon announced another 40 peopla in nicola sturgeon announced another a0 people in scotland have died after peopla in scotland have died after having been people in scotland have died after having been confirmed as having covid-19 taking the total to 1000 550 peopla covid-19 taking the total to 1000 550 people who have died.,negative,-1,0.9890400171279907
01329,2020,05,2020-05,bbc_news_tv,covid,ministers say they are likely to meet their target for coronavirus testing.,neutral,0,0.9959080219268799
01330,2020,05,2020-05,bbc_news_tv,covid,also this lunchtime: president trump says he’s seen evidence that covid-19 came from a laboratory in china - but intelligence services say the virus is not man made.,neutral,0,0.9667370915412903
01331,2020,05,2020-05,bbc_news_tv,covid,"ryanair becomes the latest airline to warn of thousands ofjob losses, because of the economic impact of coronavirus.",negative,-1,0.9977832436561584
01332,2020,05,2020-05,bbc_news_tv,covid,ministers are optimistic that they’ve hit their target for the number of coronavirus tests being carried out.,neutral,0,0.9976646900177002
01333,2020,05,2020-05,bbc_news_tv,covid,"the communities secretary robert jenrick has described the policy as a stepping stone to a much larger programme of testing, which will be needed to contain the virus.",neutral,0,0.9953769445419312
01334,2020,05,2020-05,bbc_news_tv,covid,"after announcing yesterday that we are past the peak, the prime minister will give plans for a way out of some of the lockdown on monday, exactly six weeks since we went into it.",neutral,0,0.993134617805481
01335,2020,05,2020-05,bbc_news_tv,covid,"because when the restrictions were brought in, it was the same restrictions for everyone.",negative,-1,0.9994205236434937
01336,2020,05,2020-05,bbc_news_tv,covid,"over the next six weeks, the will be starting more non-covid related rare, will be starting more non-covid related care, finding different ways related rare, finding different ways of working on don’t want to go back to crowded aae departments.",neutral,0,0.9987240433692932
01337,2020,05,2020-05,bbc_news_tv,covid,"the president of the royal college of emergency medicine points out that would be a disastrous step backwards, because you could then go to a&e and catch coronavirus.",negative,-1,0.998396098613739
01338,2020,11,2020-11,bbc_news_tv,covid,"the prime minister is expected to again point to stark warnings from scientists that unless the government acts, deaths over the winter could be twice as bad or more than during the first wave of the pandemic.",neutral,0,0.9657105207443237
01339,2020,11,2020-11,bbc_news_tv,covid,"just a reminder that we love to hear your thoughts on any of the stories we are doing, whether it is about lockdown is, at the restrictions, the presidential elections and so on.",neutral,0,0.99696284532547
01340,2020,11,2020-11,bbc_news_tv,covid,"-- bbcyourquestions well, we’ve already been hearing about the new coronavirus restrictions on their way for people in england.",negative,-1,0.9972777962684631
01341,2020,11,2020-11,bbc_news_tv,covid,"however, that said, there are early indications here that the prevalence of the virus is plateauing, meaning people are still going into hospital but the rate of increase has slowed right down in those figures.",neutral,0,0.9789392948150635
01342,2020,11,2020-11,bbc_news_tv,covid,"wales’ first minister, mark drakeford, will set out the new restrictions to be put in place when the country’s firebreak lockdown ends a week today.",negative,-1,0.9885588884353638
01343,2020,11,2020-11,bbc_news_tv,covid,"on the ninth, businesses that have been closed, hospitality, nonessential shops, leisure, will all re open and what we are hoping for today and what we will be getting today is a strategy up until christmas so the number of people that can now mix from now on until christmas and the rules on travel, what will happen in terms of people coming into wales from covid hotspots - of course england now going into a national lockdown - how will that affect wales?",negative,-1,0.995622456073761
01344,2020,11,2020-11,bbc_news_tv,covid,"if we do that, then there is a way out of coronavirus that will safeguard us all.",neutral,0,0.9894071221351624
01345,2020,11,2020-11,bbc_news_tv,covid,"the hope is that this set of national restrictions today, national rules, will be able to take us all the way until christmas and the first minister here is hoping for a joint approach from the four different nations of the to agree upon something over the festive period, but potentially after that, if the numbers increase again, the government here have said all along that there is a likelihood that there would be another short, sharp firebreak again in the new year if the figures increase again after that.",neutral,0,0.9719482064247131
01346,2020,11,2020-11,bbc_news_tv,covid,primarily from some of his own backbenchers who are worried about the economic impact of a month long lockdown in england.,negative,-1,0.9969835877418518
01347,2020,11,2020-11,bbc_news_tv,covid,"there are also those on the labour benches in particular who are saying the government ought to have acted sooner, so the prime minister’s message will be come on two fronts, he will say, yes, he acknowledges the people pressing him to go for a the peopla pressing him to go for a national the people pressing him to go for a national lockdown sooner, including some of his own scientific advisers, but he will defend the regional approach, trying to do his best to get this under control without imposing a national lockdown in the first place.",neutral,0,0.9975622892379761
01348,2020,11,2020-11,bbc_news_tv,covid,"what is interesting is that some conservative are saying, actually, let’s look at this in the round and what they want the chancellor to do is to come up with an economic impact assessment of a month long lockdown in england to look at the potential economic cost, the jobs that may be lost, the human cost, and some are also saying they need more information about how the health service is going to be treating other illnesses, other than a covid over the next month.",negative,-1,0.994950532913208
01349,2020,11,2020-11,bbc_news_tv,covid,ryanair has reported an 80% slump in passenger numbers during the coronavirus crisis.,negative,-1,0.9990574717521667
01350,2020,11,2020-11,bbc_news_tv,covid,prince william was unwell with covid-19 earlier this year but it was not publicly announced.,negative,-1,0.9950841069221497
01351,2020,11,2020-11,bbc_news_tv,covid,"the prince made no mention that he had also fallen ill with covid-19lastspring, but paid tribute to workers.",negative,-1,0.9982370138168335
01352,2020,11,2020-11,bbc_news_tv,covid,the devastating impact of the coronavirus pandemic has workers who have gone far beyond the call of duty this year.,neutral,0,0.9935156106948853
01353,2020,11,2020-11,bbc_news_tv,covid,kensington palace is giving no official comment or confirmation but a palace source told the that a story in today’s sun newspaper that the prince had shown of covid-19 around a week into the national lockdown last spring is accurate.,neutral,0,0.9823499917984009
01354,2020,11,2020-11,bbc_news_tv,covid,news of his father’s covid-19 infection was made public.,negative,-1,0.9911940693855286
01355,2020,11,2020-11,bbc_news_tv,covid,"in just a few days’ time, england’s second national lockdown will be brought in and the whole country will be facing much tighter restrictions.",negative,-1,0.9939858317375183
01356,2020,11,2020-11,bbc_news_tv,covid,the government says they must do this to halt the spread of coronavirus and save lives - but what’s the reaction in towns where infection rates have been relatively low?,negative,-1,0.9885278940200806
01357,2020,11,2020-11,bbc_news_tv,covid,and is one more place that has endured covid.,negative,-1,0.9906585216522217
01358,2020,11,2020-11,bbc_news_tv,covid,but places like winchester in the south of england haven’t seen the kinds of covid numbers areas in the north have experienced.,neutral,0,0.9932519793510437
01359,2020,11,2020-11,bbc_news_tv,covid,"and although covid’s footprint does very widely across the country, it’s a collective response that will once again be the nation’s new direction of travel.",neutral,0,0.9970501661300659
01360,2020,11,2020-11,bbc_news_tv,covid,lockdown is unnecessary obeyed the rules.,negative,-1,0.9994295239448547
01361,2020,11,2020-11,bbc_news_tv,covid,"steve says, have care homes been says, have rare homes been forgotten, my says, have care homes been forgotten, my mother is locked away in her rare forgotten, my mother is locked away in her care home",neutral,0,0.9612816572189331
01362,2020,11,2020-11,bbc_news_tv,covid,"we are at a quarter of the death rate, just over 250, of the first wave of this and doubling times of about two weeks each, that takes us up to the peak of eartier weeks each, that takes us up to the peak of earlier in the year.",negative,-1,0.9670613408088684
01363,2020,11,2020-11,bbc_news_tv,covid,"the numbers have been very, very consistent over a number of weeks, the number of cases going up, the number of rases going up, spreading to the number of cases going up, spreading to older and the more vulnerable generations, we know people of all generations are susceptible to some of the non-disease-macro like which ran non-disease-macro like which can be very debilitating over which ran be very debilitating over long periods.",neutral,0,0.9950403571128845
01364,2020,11,2020-11,bbc_news_tv,covid,"50 the evidence is there, the only way this can’t be stopped is by preventing the virus from leaping from one person to another, that involves social distancing.",negative,-1,0.9934601783752441
01365,2020,11,2020-11,bbc_news_tv,covid,"the last lockdown was all about flattening the curve, that was about ﬂattening the curve, that was the phrase we about flattening the curve, that was the phrase we heard over and over again and certainly this lockdown will be about cutting the numbers of deaths and stopping the from being overwhelmed but is this lockdown going to be able to achieve more than that?",neutral,0,0.8270285725593567
01366,2020,11,2020-11,bbc_news_tv,covid,what we need to do is get the number of cases to do is get the number of rases down so to do is get the number of cases down so we need to get this reproduction number below one.,negative,-1,0.9898952841758728
01367,2020,11,2020-11,bbc_news_tv,covid,we are not going to be able to return to social life as it was before coronavirus.,negative,-1,0.9990184307098389
01368,2020,11,2020-11,bbc_news_tv,covid,"so there will need to be measures after december, the 2nd of december and, frankly, the only way we’re going to find out is what the numbers of rases find out is what the numbers of cases and see they change.",negative,-1,0.9982026815414429
01369,2020,11,2020-11,bbc_news_tv,covid,"when the government is asked about this the answer tends to focus on the testing but dearty, answer tends to focus on the testing but clearly, even if testing is but dearty, even if testing is ramped up but clearly, even if testing is ramped up and there is mass testing and faster testing, that doesn’t preclude the trace part of the system needing to work as well stop so i’d like to get your thoughts on that.",negative,-1,0.9795214533805847
01370,2020,11,2020-11,bbc_news_tv,covid,the whole point of testing is that you whola point of testing is that you do whole point of testing is that you do something with the test result.,negative,-1,0.9804525375366211
01371,2020,11,2020-11,bbc_news_tv,covid,"and so, obviously, it is important to test peopla and so, obviously, it is important to test people so they can self-isolate",neutral,0,0.9976558685302734
01372,2020,11,2020-11,bbc_news_tv,covid,they’ve had to introduce measures at a rather eartier stage introduce measures at a rather earlier stage because they realise eartier stage berause they realise their earlier stage because they realise their test and tracing capacity was overwhelmed.,negative,-1,0.9868558049201965
01373,2020,11,2020-11,bbc_news_tv,covid,"do you think more needs to be done to make it easier for people to stay at home, if they are peopla to stay at home, if they are found to people to stay at home, if they are found to be positive, because there have been a variety of figures, some of them not very encouraging, on the number of people who even if they had been told they are a contact of someone positive or have tested positive, don’t isolate for a variety of reasons?",neutral,0,0.9903083443641663
01374,2020,11,2020-11,bbc_news_tv,covid,"there needs to be a whole package of, if you like, public health and economic measures that make it possible for people to do what is possibla for peopla to do what is the right possible for people to do what is the right thing which is to stay-at-home and isolate.",neutral,0,0.9904400110244751
01375,2020,11,2020-11,bbc_news_tv,covid,"just hearing in the last few moments the german defence minister is self quarantining after learning she came into contact with the person who tested positive covid-19, that has just been announced by the german defence ministry.",negative,-1,0.9976689219474792
01376,2020,11,2020-11,bbc_news_tv,covid,at test on herself has come back negative,negative,-1,0.9993463158607483
01377,2020,11,2020-11,bbc_news_tv,covid,but she is self quarantining after learning she came into contact with a person who tested positive for coronavirus.,negative,-1,0.9974775910377502
01378,2020,11,2020-11,bbc_news_tv,covid,more new on the new lockdown restrictions due to come into force across england on thursday.,negative,-1,0.9865994453430176
01379,2020,11,2020-11,bbc_news_tv,covid,"in terms of transmission of cases, we have had one case at of rases, we have had one rase at one gymnasium of cases, we have had one case at one gymnasium over the whole period of which we went through the normal procedures that we would need to do, outside of that, we have run the outside of that, we have the gymnasiums outside of that, we have run the gymnasiums as normal, we had all the normal precautions and, being covid save as an environment, we are dealing with children from four months to 12 years old, we are in our sector that is typically seen as very low risk to start with.",neutral,0,0.9971563816070557
01380,2020,11,2020-11,bbc_news_tv,covid,"with, obviously, the prime minister hoping that the lockdown ran be minister hoping that the lockdown can be exited on the 2nd of december ran be exited on the 2nd of december but was no but was no absolute guarantees, i guess?",negative,-1,0.99378901720047
01381,2020,11,2020-11,bbc_news_tv,covid,"the furlough scheme really helps us make sure that we keep those staff on and keep them employed and if we can them employed and if we ran obviously them employed and if we can obviously see a clear end date obviously see a clear and date insight that obviously see a clear end date insight that we are reopening back in december, hopefully, when everything should be good for us, we have seen a good bounce back from the previous lockdown and we hope to see that again, going forward, especially in the youngest age group that we have stop the four months, to three years, that has been fantastic for us so far so we hope to see them coming back in numbers as before.",neutral,0,0.9985068440437317
01382,2020,11,2020-11,bbc_news_tv,covid,"back in a pre-covid existence, decca music executives approached the community of enclosed sisters with an idea for an album - blending their plainchant with a 21st-century chilled-out vibe, perfectly designed for headphone-wearing masses looking for a moment of escape.",neutral,0,0.9982561469078064
01383,2020,11,2020-11,bbc_news_tv,covid,and new restrictions for wales - later today the first minister will set out his plans for when the country’s firebreak lockdown ends next monday.,negative,-1,0.9916172623634338
01384,2020,11,2020-11,bbc_news_tv,covid,"business in england faces more restrictions, the describes a second lockdown is a real blow for firms.",negative,-1,0.998889148235321
01385,2020,11,2020-11,bbc_news_tv,covid,"the prime minister is expected to again point to stark warnings from scientists that unless the government acts, deaths over the winter could be twice as bad or more than during the first wave of the pandemic.",neutral,0,0.9657105207443237
01386,2020,11,2020-11,bbc_news_tv,covid,"in addition to that, i think he also has to convince people that he has some kind of plan that this will not be either a continuing cycle of lockdowns or that the existing lockdown on december the 2nd will be either extended or in reality facto extended by putting perhaps the whole country or almost perhaps the whola country or almost all of it in perhaps the whole country or almost all of it in these tier 3 restrictions for a longer period in the mn-up to restrictions for a longer period in the run-up to christmas.",negative,-1,0.997458279132843
01387,2020,11,2020-11,bbc_news_tv,covid,"what we hear from labour this afternoon is that the government is doing perhaps too little too late and they should have had a lockdown much earlier in had a lockdown much eartier in england to had a lockdown much earlier in england to coincide with the october half term, but none the less, they will support the restrictions that are being introduced which means when vote on this on wednesday, it will definitely go through.",neutral,0,0.9877974390983582
01388,2020,11,2020-11,bbc_news_tv,covid,we do not really understand how cases are calculated and projections that we ralmlated and projections that we have calculated and projections that we have seen or forecasts that we have seen of cases and deaths are seen of rases and deaths are actually seen of cases and deaths are actually really quite exaggerated.,negative,-1,0.9992551207542419
01389,2020,11,2020-11,bbc_news_tv,covid,isn’t there some assertion that a lockdown does reduce the spread of infections and therefore the number of deaths?,negative,-1,0.9961955547332764
01390,2020,11,2020-11,bbc_news_tv,covid,"because what you would have to do, you would have to have a state or a nation or an area with some kind of restrictions and one without restrictions and then compare them.",negative,-1,0.9973938465118408
01391,2020,11,2020-11,bbc_news_tv,covid,"the increasing number of restrictions, all patchwork, doubung restrictions, all patchwork, doubling and sometimes very unclear, makes that kind of interpretation very difficult.",negative,-1,0.9987344145774841
01392,2020,11,2020-11,bbc_news_tv,covid,"if we have a very bad acute infection this season, are we going to start using restrictions there?",negative,-1,0.9968001842498779
01393,2020,11,2020-11,bbc_news_tv,covid,-- just for covid-19?,negative,-1,0.9863594174385071
01394,2020,11,2020-11,bbc_news_tv,covid,"wales’s first minister, mark drakeford, will set out the new restrictions to be put in place when the country’s firebreak lockdown ends a week today.",negative,-1,0.990210771560669
01395,2020,11,2020-11,bbc_news_tv,covid,"if we do that, then there is a way out of coronavirus that will safeguard us all.",neutral,0,0.9894071221351624
01396,2020,11,2020-11,bbc_news_tv,covid,"well, this afternoon on news we’ll be answering your questions on the national lockdown in england and restrictions in other parts of the .",neutral,0,0.9925922155380249
01397,2020,11,2020-11,bbc_news_tv,covid,we need to recognise the covid safety of so many workplaces and keep as much of the economy open as we ran.,neutral,0,0.9986048340797424
01398,2020,11,2020-11,bbc_news_tv,covid,"the really as the government to reach a deal to benefit businesses because it would be very hard to them to cope with the pandemic, lockdown and a no deal on brexit.",neutral,0,0.9936529397964478
01399,2020,11,2020-11,bbc_news_tv,covid,"i do understand it is a requirement from the scientist’s point of view, we do not have a vaccine, i do understand all of that, but i do not think dosing all of that, but i do not think closing the economy or having a national lockdown is the answer, because if not the pandemic, it will kill us with other illnesses, mental illnesses, they do not have an answer of what the future holds.",negative,-1,0.9972915053367615
01400,2020,11,2020-11,bbc_news_tv,covid,and new restrictions for wales - later today the first minister will set out his plans for when the country’s firebreak lockdown ends next monday.,negative,-1,0.9916172623634338
01401,2020,11,2020-11,bbc_news_tv,covid,"as business in england faces more restrictions, the describes a second lockdown as a ""real body blow"" for firms.",negative,-1,0.9981389045715332
01402,2020,11,2020-11,bbc_news_tv,covid,"four more of their players have tested positive for covid-19, so their games against leeds rhinos on friday and salford red devils next monday are off.",negative,-1,0.9987884163856506
01403,2020,11,2020-11,bbc_news_tv,covid,the match scheduled for last friday against huddersfield was also cancelled after 13 castleford players were ruled out with coronavirus.,negative,-1,0.9993288516998291
01404,2020,11,2020-11,bbc_news_tv,covid,"we do have enough problems in the courts regarding cases of domestic violence regarding rases of domestic violence going regarding cases of domestic violence going through and whether there are things believed or not and we have seen an increase in libel claims, which is only going to stand to effect to silence the victim further and may be, perhaps, not to go through the court process and all of the trauma of having to divulge all of the personal and private experiences that they have had, so i see this as a positive going forward for domestic violence cases.",neutral,0,0.9978860020637512
01405,2020,11,2020-11,bbc_news_tv,covid,"they can also contact our services, claire walker consultancy, and seek advice or support or guidance in whatever way, but there are lots of other websites and agencies that will still be running through lockdown so still be mnning through lockdown so do it safely.",negative,-1,0.9944203495979309
01406,2020,11,2020-11,bbc_news_tv,covid,more new on the month-long national coronavirus lockdown in england starting on thursday.,negative,-1,0.9844803214073181
01407,2020,11,2020-11,bbc_news_tv,covid,"let’s speak to keely weir, who’s managing director of clip ‘n climb - a climbing centre in bicester which will have to close under the new lockdown rules.",negative,-1,0.9963512420654297
01408,2020,11,2020-11,bbc_news_tv,covid,"what are your thoughts, i heard they did ask 7°“- your thoughts, i heard they did ask you, at the prospect of having to dose you, at the prospect of having to close questioning obviously it is dose questioning obviously it is very close questioning obviously it is very disappointing.",negative,-1,0.9994996786117554
01409,2020,11,2020-11,bbc_news_tv,covid,"but perhaps i may ask that any different way, have 7°“- ask that any different way, have you, as far as you’re aware, seen any rases of you, as far as you’re aware, seen any cases of infection since you any rases of infection since you reopened?",negative,-1,0.9966097474098206
01410,2020,11,2020-11,bbc_news_tv,covid,any cases of infection since you reopened?,neutral,0,0.9770684242248535
01411,2020,11,2020-11,bbc_news_tv,covid,"everyone has been delighted to hers, with the covid measures be put in place.",neutral,0,0.9987120628356934
01412,2020,11,2020-11,bbc_news_tv,covid,"so for us, we have had no cases, no rases on for us, we have had no rases, no rases on the for us, we have had no cases, no cases on the track and trace app are anything like that -- now cases on the track and trace app are anything like that -- new cases with anything like that -- now uses with our anything like that -- now rases with our staff.",negative,-1,0.9988677501678467
01413,2020,11,2020-11,bbc_news_tv,covid,"as business in england faces more restrictions the describes a second lockdown as a ""real body blow"" for firms.",negative,-1,0.998214602470398
01414,2020,11,2020-11,bbc_news_tv,covid,more new on the month-long national coronavirus lockdown in england starting on thursday.,negative,-1,0.9844803214073181
01415,2020,11,2020-11,bbc_news_tv,covid,"in the government on potentially planning, they’ve already said, have planning, therve already said, have been saying planning, they’ve already said, have been saying for several weeks now that if we get into a position where the prevalence of the virus is the prevalance of the virus is particularty the prevalence of the virus is particularly high, secondary schools particularty high, secondary schools could particularly high, secondary schools could move to a rota, so possibly having half of their pupils in a at night and then those peoples working night and then those peoplas working from night and then those peoples working from home and having the other half in it for the next fortnight -- in for a fortnight.",negative,-1,0.8649709820747375
01416,2020,11,2020-11,bbc_news_tv,covid,and new restrictions for wales - later today the first minister will set out his plans for when the country’s firebreak lockdown ends next monday.,negative,-1,0.9916172623634338
01417,2020,11,2020-11,bbc_news_tv,covid,"as business in england face more restrictions, the describes a second lockdown as a ""real body blow"" for firms.",negative,-1,0.9982490539550781
01418,2020,11,2020-11,bbc_news_tv,covid,"sometimes in he has come as your enemies are behind you, but he will sadly be facing criticism from sir keir starmer in this delay in having this lockdown to coincide with the school half term holidays in england, but also keir starmer i think will make the point that he believes there has been a human cost to the delayed bite boris johnson following the advice of some of his scientific advisors to go for it lockdown very much earlier when they were advising much eartier when they were advising him to do much earlier when they were advising him to do so in late september.",negative,-1,0.9965932965278625
01419,2020,11,2020-11,bbc_news_tv,covid,is he looking at the economic impact of a month-long lockdown in england?,negative,-1,0.9987321496009827
01420,2020,11,2020-11,bbc_news_tv,covid,"in fact, what the prime minister will be arguing that afternoon in the house of commons is that we can the house of commons is that we ran see deaths the house of commons is that we can see deaths double the rate this winter than they did in the spring, so there is a medical case for intervention.",neutral,0,0.9075343012809753
01421,2020,11,2020-11,bbc_news_tv,covid,"wales’s first minister, mark drakeford, will set out the new restrictions to be put in place when the country’s firebreak lockdown ends a week today.",negative,-1,0.990210771560669
01422,2020,11,2020-11,bbc_news_tv,covid,"as business in england face more restrictions the describes a second lockdown as a ""real body blow"" for firms.",negative,-1,0.9982107877731323
01423,2020,11,2020-11,bbc_news_tv,covid,the labour leader sir keir starmer has criticised what he called the government’s ‘catalogue of mistakes’ over the coronavirus crisis which he said have cost lives.,negative,-1,0.9965113997459412
01424,2020,11,2020-11,bbc_news_tv,covid,"every day, on a non-lockdown day, almost 150,000 peopla criss non-lockdown day, almost 150,000 people criss cross this border to peopla criss cross this border to work, to people criss cross this border to work, to visit family, shop, do business and to travel.",neutral,0,0.9872188568115234
01425,2020,11,2020-11,bbc_news_tv,covid,"now, when the firebreak ends next monday, there will be a new set of national measures which will replace the previous local restrictions.",negative,-1,0.9880896210670471
01426,2020,11,2020-11,bbc_news_tv,covid,"but more important than any rules, more important than any mles, guidance or more important than any rules, guidance or regulations which we put in place will be at the parts which each one of us plays in responding to the ongoing public health emergency we face in wales.",neutral,0,0.998664379119873
01427,2020,11,2020-11,bbc_news_tv,covid,"now, when we came out of lockdown in the spring we took a cautious approach, relaxing restrictions gradually to make sure that we did not lose all the gains we had worked so hard to achieve.",neutral,0,0.9934980869293213
01428,2020,11,2020-11,bbc_news_tv,covid,"for the first two weeks after the firebreak ends, the national measures will be designed to maximise the impact of everything that we have done together during the firebreak period, to control the spread of the virus.",neutral,0,0.9972702860832214
01429,2020,11,2020-11,bbc_news_tv,covid,one of the most common misconceptions about coronavirus is that we catch it from people that we that we catch it from peopla that we do not that we catch it from people that we do not know.,negative,-1,0.9927117824554443
01430,2020,11,2020-11,bbc_news_tv,covid,"now, the rules around meeting people now, the mles around meeting people are perhaps the now, the rules around meeting people are perhaps the most difficult that we have to consider and that is we asked people to think about what they should do, rather than simply what they ran they should do, rather than simply what they can do.",neutral,0,0.9980947375297546
01431,2020,11,2020-11,bbc_news_tv,covid,"in relation to organised activity, up to 15 people organised activity, up to 15 peopla will be organised activity, up to 15 people will be able to meet together to take part in an indoors activity and up to 30 in outdoors activities provided of course, as ever, that all social distancing, hand hygiene and other covid safety measures are followed.",neutral,0,0.9978194236755371
01432,2020,11,2020-11,bbc_news_tv,covid,"there will be no travel restrictions inside wales, but during the month long lockdown in england, travel will not be permitted outside wales without a reasonabla excuse.",negative,-1,0.9965973496437073
01433,2020,11,2020-11,bbc_news_tv,covid,"now, as i explained on friday, we continue to see large numbers of people falling see large numbers of peopla falling ill with ill with coronavirus in walas.",negative,-1,0.9968649744987488
01434,2020,11,2020-11,bbc_news_tv,covid,we have over ill with coronavirus in wales.,negative,-1,0.9972572922706604
01435,2020,11,2020-11,bbc_news_tv,covid,"we have over 1000 hospital beds occupied by people with coronavirus occupied by peopla with coronavirus -related occupied by people with coronavirus -related conditions and very sadly, again over this weekend, we had to report more families losing loved ones to this awful virus.",negative,-1,0.9975269436836243
01436,2020,11,2020-11,bbc_news_tv,covid,"what i’m saying to people in wales as this, we will peopla in walas as this, we will have people in wales as this, we will have this new simple set of national mles beyond have this new simple set of national rules beyond the firebreak period, mles beyond the firebreak period, but if people rules beyond the firebreak period, but if people approach that period but if peopla approach that period by asking but if people approach that period by asking themselves what is the maximum i can do?",neutral,0,0.9868013858795166
01437,2020,11,2020-11,bbc_news_tv,covid,"so what we have to have is a set of national rules have is a set of national mles together have is a set of national rules together with the ongoing determination of people in wales to determination of peopla in walas to do determination of people in wales to do the right thing, for every one of us to ask ourselves that question, what contribution can we make to what contribution ran we make to keeping what contribution can we make to keeping ourselves and others say?",neutral,0,0.9974960684776306
01438,2020,11,2020-11,bbc_news_tv,covid,"and in that way, we will go on together helping to bring the coronavirus under control and to give a through to christmas and beyond.",neutral,0,0.9988798499107361
01439,2020,11,2020-11,bbc_news_tv,covid,"so, we have been listening to a briefing from the first minister of wales, mark drakeford, where he has announced a new nationwide measures which will take effect after the welsh firebreak lockdown ends next week.",neutral,0,0.9773035645484924
01440,2020,11,2020-11,bbc_news_tv,covid,"plans for reopening hospitality, it sounded as if they have been put on hold or at least are subject to further discussion, that of course is in the light of the announcement that england will face a second lockdown for a month from thursday.",negative,-1,0.9973363280296326
01441,2020,11,2020-11,bbc_news_tv,covid,"but in wales, up to 15 people will but in walas, up to 15 peopla will be able but in wales, up to 15 people will be able to meet indoors for activities, sports for example, and 30 outdoors, provided they abide by social distancing rules.",neutral,0,0.9921764731407166
01442,2020,11,2020-11,bbc_news_tv,covid,let’s listen social distancing rules.,neutral,0,0.9945593476295471
01443,2020,11,2020-11,bbc_news_tv,covid,"summer may think that that insurance policy is not working and wales policy is not working and walas would policy is not working and wales would be better off, its response to covid would be better, if it was an independent nation.",negative,-1,0.9989995360374451
01444,2020,11,2020-11,bbc_news_tv,covid,"if we were not part of the united kingdom, we would not be having a discussion about for at all the millions and millions of pounds that have been spent on supporting people who are unable to work during coronavirus would be here for us to use -- furlough.",negative,-1,0.990494966506958
