sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
01039,2020,03,2020-03,bbc_news_tv,covid,coronavirus has put moscow into lockdown.,neutral,0.437168
01040,2020,03,2020-03,bbc_news_tv,covid,"but in moscow, officials hope the public will accept that quarantine is vital to fight the virus.",neutral,0.698969
01041,2020,03,2020-03,bbc_news_tv,covid,"misinformation, to add to all the disinformation about covid-19 flooding russian screens.",neutral,0.59873
01042,2020,03,2020-03,bbc_news_tv,covid,among the conspiracy theories is that coronavirus is a biological weapon.,neutral,0.577752
01043,2020,03,2020-03,bbc_news_tv,covid,"biologist igor nikulin has made a string of claims in the russian media which we’ve checked and found to be false, including that america patented the virus before the outbreak.",neutral,0.87512
01044,2020,03,2020-03,bbc_news_tv,covid,"in recent weeks, travel restrictions and border closures have in europe have led to queues of lorries and many people stuck at border crossings.",fear,0.541429
01045,2020,03,2020-03,bbc_news_tv,covid,"suddenly, because of the coronavirus, it’s put a strain on all of that.",surprise,0.895152
01046,2020,03,2020-03,bbc_news_tv,covid,"we can see, from up close, coronavirus has ended border crossing for the time.",neutral,0.925599
01047,2020,03,2020-03,bbc_news_tv,covid,"president trump says the next 30 days will be vital to stopping the virus in the , as the number of cases rises to over 164,000 - the highest number anywhere in the world.",neutral,0.750188
01048,2020,03,2020-03,bbc_news_tv,covid,"the country with the highest death rate - italy - extends its lockdown until easter, but there is some hope as the country reports a sharp decline in the number of infections.",fear,0.369535
01049,2020,03,2020-03,bbc_news_tv,covid,"the world health organization says the coronavirus is a long way from finished in the asia-pacific region, and warns of renewed crises in countries where the situation appears to be under control.",fear,0.914573
01050,2020,03,2020-03,bbc_news_tv,covid,we’re covering all the latest coronavirus developments here in britain and globally.,neutral,0.967812
01051,2020,03,2020-03,bbc_news_tv,covid,police forces across the have been told to take a consistent approach when making sure people comply with emergency measures to curb the spread of coronavirus.,neutral,0.86785
01052,2020,03,2020-03,bbc_news_tv,covid,"spain has now seen more than 8,100 deaths in total - and has almost 90,000 cases of infection.",neutral,0.726491
01053,2020,03,2020-03,bbc_news_tv,covid,and the world health organization is warning that the coronavirus pandemic is far from over in asia.,fear,0.893361
01054,2020,03,2020-03,bbc_news_tv,covid,the ’s chief scientific advisor said that social distancing measures are making a difference - with cases not rising as fast as feared.,fear,0.977497
01055,2020,03,2020-03,bbc_news_tv,covid,"the latest figures from public health england are 22,141 cases in the , with 1,408 deaths and 180 of them in the last 2a hours.",neutral,0.532271
01056,2020,03,2020-03,bbc_news_tv,covid,"in other words, they hadn’t really adopted a heavy-handed approach, it’s just that they wanted to deter the sort of masses of peopla to deter the sort of masses of people going to the peak district peopla going to the peak district that people going to the peak district that had taken place the previous weekend.",neutral,0.769742
01057,2020,03,2020-03,bbc_news_tv,covid,the only people in the cabinet room where the cabinet secretary and one or two officials who we are told were carefully socially distancing from each other because of course downing street has seen coronavirus rip through it after clearly through it after dearty officials and through it after clearly officials and politicians were not abiding by social distancing rules as social distancing mles as dearty as they social distancing rules as clearly as they should have.,neutral,0.817263
01058,2020,03,2020-03,bbc_news_tv,covid,spain has recorded its worst daily death figure from coronavirus.,disgust,0.759232
01059,2020,03,2020-03,bbc_news_tv,covid,the government is expected to approve measures to help citizens struggling with rent payments during the enforced lockdown.,fear,0.836051
01060,2020,03,2020-03,bbc_news_tv,covid,authorities are probably more worried about the fact that new cases have gone up again today and that’s probably only the tip of the iceberg because testing has not been very widespread in spain.,fear,0.720886
01061,2020,03,2020-03,bbc_news_tv,covid,there is an idea that perhaps lockdown measures weren’t quite introduced when they could have been.,neutral,0.945076
01062,2020,03,2020-03,bbc_news_tv,covid,"care homes have been very badly hit with this, with many hundreds of old people dying often before they even could leave their residencies to get hospital help.",sadness,0.53196
01063,2020,03,2020-03,bbc_news_tv,covid,"just how strict are lockdown measures now, james?",neutral,0.817506
01064,2020,03,2020-03,bbc_news_tv,covid,"i think until the hospital sees some easing, then lockdown measures will have to continue.",fear,0.524909
01065,2020,03,2020-03,bbc_news_tv,covid,"president trump has said that america faces a vital 30 days in the fight against coronavirus, and suggested that social distancing could save up to a million lives.",neutral,0.713407
01066,2020,03,2020-03,bbc_news_tv,covid,health services in new york have been overwhelmed by the number of cases - with more than 12-hundred deaths.,surprise,0.745936
01067,2020,03,2020-03,bbc_news_tv,covid,"a symbol of wartime and a morale boosterfor new york, this military medical ship docked in manhattan will provide relief to the city’s hospitals overwhelmed by covid-19.",fear,0.570451
01068,2020,03,2020-03,bbc_news_tv,covid,"it will be used by non-coronavirus patients, while shorebased hospitals focus on the pandemic.",neutral,0.936279
01069,2020,03,2020-03,bbc_news_tv,covid,"with more and more states ordering people to stay at home, americans are buckling down for at least another month of the economic shutdown and social distancing.",neutral,0.541699
01070,2020,03,2020-03,bbc_news_tv,covid,trump said progress was being made with the number of americans tested for the coronavirus.,neutral,0.830869
01071,2020,03,2020-03,bbc_news_tv,covid,"today, we reached a historic milestone in our war against the coronavirus.",joy,0.727204
01072,2020,03,2020-03,bbc_news_tv,covid,"the headlines on news police officers across the are told to take a ""consistent"" approach - when using their new emergency powers on restricting our movements the death toll in spain increases by 819 - the highest daily number in since the epidemic started -- deaths in spain now total to over 8,000 and president trump says the next 30 days will be ‘vital’ to stopping the virus in the - as the number of cases rises to over 164,000 - the highest number anywhere in the world in italy, strict lockdown restrictions will be extended to 12th april.",fear,0.593569
01073,2020,03,2020-03,bbc_news_tv,covid,the world health organization has warned that the coronavirus is a long way from finished in the asia-pacific region.,fear,0.775543
01074,2020,03,2020-03,bbc_news_tv,covid,coronavirus going through papa new coronavims going through papa new guinea coronavirus going through papa new guinea could be very tough on them.,fear,0.484954
01075,2020,03,2020-03,bbc_news_tv,covid,"some of them are bored -- boarding planes with symptoms, knowing they are sick, they have taken drugs trying to suppress their fever.",sadness,0.36412
01076,2020,03,2020-03,bbc_news_tv,covid,they arrive in the country and they test positive.,neutral,0.819136
01077,2020,03,2020-03,bbc_news_tv,covid,"steve mcdonell there in beijing - and ijust want to bring you some pictures from wuhan in china, where coronavirus first started spreading.",neutral,0.391939
01078,2020,03,2020-03,bbc_news_tv,covid,"as the epidemic is easing, this morning, medical teams who had originally travelled to wuhan to help the stretched health service, have been leaving the city, to go home.",neutral,0.508808
01079,2020,03,2020-03,bbc_news_tv,covid,"so, what is in the new coronavirus legislation and how can police enforce it?",neutral,0.816241
01080,2020,03,2020-03,bbc_news_tv,covid,"first of all, what restrictions have been put in place by the new coronavirus legislation?",neutral,0.921175
01081,2020,03,2020-03,bbc_news_tv,covid,the government has orderded more ventilators than the total number it says it needs to cope with the coronavirus pandemic.,sadness,0.43004
01082,2020,03,2020-03,bbc_news_tv,covid,"president trump says the next 30 days will be ""vital"" to stopping the virus in the as the number of cases rises to over 164,000 - the highest number anywhere in the world.",neutral,0.822192
01083,2020,03,2020-03,bbc_news_tv,covid,"the country with the highest death rate, italy, extends its lockdown until easter, but there is some hope as the country reports a sharp decline in the number of infections.",sadness,0.321854
01084,2020,03,2020-03,bbc_news_tv,covid,the world health organisation says the coronavirus is a long way from finished in the asia-pacific region and warns of renewed crises in countries where the situation appears to be under control.,fear,0.935264
01085,2020,03,2020-03,bbc_news_tv,covid,as of nine o’clock this morning there have been 1193 positive cases there have been 119!,neutral,0.613659
01086,2020,03,2020-03,bbc_news_tv,covid,positive rases of there have been 1193 positive cases of covid-19 confirmed in scotland.,neutral,0.905146
01087,2020,03,2020-03,bbc_news_tv,covid,"the increase also reflects the ongoing expansion of reﬂacts the ongoing expansion of our reﬂects the ongoing expansion of our testing reflects the ongoing expansion of our testing capacity, which i have talked about previously.",neutral,0.763538
01088,2020,03,2020-03,bbc_news_tv,covid,"as of last night, unable to confirm that a night, unabla to confirm that a total night, unable to confirm that a total hundred and 35 people were in intensive care with either confirmed intensive rare with either confirmed or suspected intensive care with either confirmed or suspected cases of covid-19.",sadness,0.601232
01089,2020,03,2020-03,bbc_news_tv,covid,that or suspected rases of covid-19.,neutral,0.758326
01090,2020,03,2020-03,bbc_news_tv,covid,"in total, including those who are in intensive rare, there including those who are in intensive care, there were, as of last night, rare, there were, as of last night, 1073 suspected care, there were, as of last night, 1073 suspected or confirmed cases in 1073 suspected or confirmed rases in hospitals 1073 suspected or confirmed cases in hospitals across scotland.",neutral,0.81526
01091,2020,03,2020-03,bbc_news_tv,covid,"lastly, it is with sadness that i have to today a further 13 deaths of patients who had tested positive for covid-19.",sadness,0.984329
01092,2020,03,2020-03,bbc_news_tv,covid,"at the outset of this epidemic, we set a target of reducing cases of delayed discharge reducing rases of delayed discharge by at least reducing cases of delayed discharge by at least 400, or 25%, from the by at least 400, or 2596, from the baseline by at least 400, or 25%, from the baseline as of the ath of march.",neutral,0.932573
01093,2020,03,2020-03,bbc_news_tv,covid,current figures indicate that we have achieved that and delayed discharge cases have now been reduced discharge rases have now been reduced by discharge cases have now been reduced by more than 400 and we are now aiming to reduce numbers even further during april.,neutral,0.882476
01094,2020,03,2020-03,bbc_news_tv,covid,"people should not be in hospital any should not be in hospital for any longer than they need to be, but it is, in this context, particularly is, in this context, particularty important as is, in this context, particularly important as part of our effort to increase hospital capacity as we start seeing more cases of covid-19.",neutral,0.76288
01095,2020,03,2020-03,bbc_news_tv,covid,start seeing more rases of covid-19.,neutral,0.683771
01096,2020,03,2020-03,bbc_news_tv,covid,"unable to confirm that at present just over 6% of staff present just over 696 of staff are off presentjust over 6% of staff are off work, either with covid-19 related or self isolating because someone in their household has the symptoms.",surprise,0.40879
01097,2020,03,2020-03,bbc_news_tv,covid,it is also important to note that we have now begun testing key workers and as we continue to expand our capacity we will be able to get people back to work as quickly as peopla back to work as quickly as possible.,neutral,0.767713
01098,2020,03,2020-03,bbc_news_tv,covid,"as updates like these demonstrate, the government is working on a wide range of fronts to support the and other parts of the economy and society and to deal with the many and varied impacts of covid-19, but it remains the case that the most it remains the rase that the most important it remains the case that the most important actions in dealing with this virus are the ones that each and every one of us can take, by and every one of us ran take, by staying at and every one of us can take, by staying at home, limiting contact with peopla, staying at home, limiting contact with people, every single one of us is doing our bit to slow the spread of this disease, to protect our and make sure it is not overwhelmed and, ultimately, to save lives.",neutral,0.928312
01099,2020,03,2020-03,bbc_news_tv,covid,"whilst there have been more tests done in the past few days as we increase our capacity for testing, and this has allowed us to start to test some key workers in health and social care board, to health and social “are board, to allow health and social care board, to allow them to go back to work if they do not have coronavirus or someone they are isolating with does not have coronavirus.",neutral,0.765693
01100,2020,03,2020-03,bbc_news_tv,covid,the increased number in positive cases in scotland number in positive rases in scotland today is not number in positive cases in scotland today is not simply because we are testing more people.,surprise,0.501031
01101,2020,03,2020-03,bbc_news_tv,covid,"this shows us that within scotland at the moment, despite how well people are complying with the measures, despite the stringency of those measures we have put on the population and asked them to do with these restricted behaviours, the number of cases behaviours, the number of rases every day in behaviours, the number of cases every day in scotland continues to increase.",neutral,0.821879
01102,2020,03,2020-03,bbc_news_tv,covid,"obviously, we don’t know how fast it would increase without these measures, but i want to emphasise that despite what we are doing, the virus is still being transmitted in our communities.",neutral,0.727922
01103,2020,03,2020-03,bbc_news_tv,covid,"i cannot say at the moment, given the uncertainties of this vims moment, given the uncertainties of this virus and how long some of these measures will require to be in place, exactly what that timescale is.",fear,0.775338
01104,2020,03,2020-03,bbc_news_tv,covid,"in other words, with safe social distancing measures being applied.",neutral,0.916845
01105,2020,03,2020-03,bbc_news_tv,covid,"the economic impact of what we are doing right now are significant and it will take time, effort and resources to repair the economic damage once we are on the other side of this virus.",neutral,0.777699
01106,2020,03,2020-03,bbc_news_tv,covid,"we have talked previously that around 200,000 people in scotland here in the most vulnerable category who are in the process right now of receiving letters from the chief medical officer that they have to do the most extreme form of self isolation.",fear,0.537491
01107,2020,03,2020-03,bbc_news_tv,covid,i don’t think we will get to a point during the second -- this epidemic or we can sit back and say epidemic or we ran sit back and say we are doing epidemic or we can sit back and say we are doing everything we need to do.,neutral,0.406365
01108,2020,03,2020-03,bbc_news_tv,covid,we have seen figures today from the office of national statistics that suggest the number of community covid-19 deaths are not reflected in the official statistics.,neutral,0.801224
01109,2020,03,2020-03,bbc_news_tv,covid,do you believe that in scotland the actual number of deaths is an underestimate because we are not necessarily recording people if they are not admitted to hospital with covid-19?,neutral,0.533257
01110,2020,03,2020-03,bbc_news_tv,covid,the health protection scotland figure for the numbers of deaths reported rate now for the numbers of deaths reported rate new reports deaths in individuals within 28 days of a lab confirmation of covid-19.,neutral,0.649767
01111,2020,03,2020-03,bbc_news_tv,covid,"the headline being i suppose that the number of people in scotland who number of peopla in scotland who have number of people in scotland who have died after being diagnosed with covid-19 is now 60, that is a rise of 13 on yesterday.",surprise,0.661693
01112,2020,03,2020-03,bbc_news_tv,covid,nicola sturgeon also announced that 1993 people had tested positive for the virus.,neutral,0.83318
01113,2020,03,2020-03,bbc_news_tv,covid,you are watching tested positive for the virus.,neutral,0.882716
01114,2020,05,2020-05,bbc_news_tv,covid,"the british government says it’s confident it’s target of 100,000 daily coronavirus tests by the end of april has been met.",joy,0.860468
01115,2020,05,2020-05,bbc_news_tv,covid,president trump says he’s seen evidence coronavirus originated in a chinese laboratory - but gives no details.,neutral,0.920874
01116,2020,05,2020-05,bbc_news_tv,covid,south africa starts easing its coronavirus restrictions after five weeks of lockdown.,fear,0.698223
01117,2020,05,2020-05,bbc_news_tv,covid,"the government says they are confident that they have hit their own target for the number of daily coronavirus tests to be carried out by yesterday’s deadline - was now ""past the peak"" of the outbreak.",joy,0.601979
01118,2020,05,2020-05,bbc_news_tv,covid,"the target of 100,000 daily coronavirus tests - to be met by the end of april - had been set by the ’s health secretary, matt hancock.",neutral,0.859968
01119,2020,05,2020-05,bbc_news_tv,covid,"budget airline ryanair has announced they are cutting up to 3,000 jobs - mainly pilots and cabin crew - as they restructure to cope with the coronavirus pandemic.",sadness,0.81977
01120,2020,05,2020-05,bbc_news_tv,covid,"meanwhile in the - president trump said he’s seen evidence coronavirus originated in a chinese laboratory, but provided no details.",neutral,0.891002
01121,2020,05,2020-05,bbc_news_tv,covid,"the national intelligence director’s office say covid-19 ""was not manmade or genetically modified"" and china rejects the theory.",neutral,0.781792
01122,2020,05,2020-05,bbc_news_tv,covid,south africa has started easing coronavirus restrictions - after five weeks of lockdown.,fear,0.630364
01123,2020,05,2020-05,bbc_news_tv,covid,"and here’s a reminder that, in the crossfire of coronavirus, heroes can be patients too.",neutral,0.897554
01124,2020,05,2020-05,bbc_news_tv,covid,the infection rate and the number of people each of us passes the virus to must stay below one.,neutral,0.953825
01125,2020,05,2020-05,bbc_news_tv,covid,"the transport secretary, grant shapps, has said the government is ""quite likely"" to have either reached - or come close to meeting - the target of 100,000 daily coronavirus tests.",neutral,0.471973
01126,2020,05,2020-05,bbc_news_tv,covid,"testing is going to be key to the release of lockdown and we need to continue to push to have more tests, i think 100,000 was a target.",neutral,0.92289
01127,2020,05,2020-05,bbc_news_tv,covid,"but the real question is what tests are using, when are we using it and we have enough test to do contact tracing we need to in the community once we start to lift lockdown.",neutral,0.784836
01128,2020,05,2020-05,bbc_news_tv,covid,"because what we are going to need to know is whether or not any sporadic outbreaks of the infection occur, to make sure that we ran very infection occur, to make sure that we can very quickly act on that information and stop the spread going further.",neutral,0.651732
01129,2020,05,2020-05,bbc_news_tv,covid,"that’s right we don’t really know how many tests we are going to need, we are going to have to ramp up the testing because if, for example, we had a single case that was identified through testing, you would then need to contact trace and it would depend on the number of people that person had been in contact with, it would depend on a whola contact with, it would depend on a whole set of factors so you need to keep producing the testing come up with a monitoring system which tells us, a lot of the information we need to know.",neutral,0.952185
01130,2020,05,2020-05,bbc_news_tv,covid,"this is a dynamic situation, testing as part of the response and the creating of the right conditions for releasing lockdown.",neutral,0.949362
01131,2020,05,2020-05,bbc_news_tv,covid,"both time and and south korea, time and in particular, has managed to keep the numbers very low, the numbers of cases and deaths low, the numbers of rases and deaths very low, south low, the numbers of cases and deaths very low, south korea has shown that by using testing, they’ve been able by using testing, therve been able to identify by using testing, they’ve been able to identify the clusters and then focus huge effort on testing and once you get a positive test, you make sure you isolate that case and make sure you isolate that rase and in some make sure you isolate that case and in some cases, that means going to a in some rases, that means going to a government in some cases, that means going to a government facility but if you go for home isolation, that also means that you are monitored for being at home",neutral,0.964448
01132,2020,05,2020-05,bbc_news_tv,covid,"and so the other arm of the human side of contact tracing, actually contact races themselves, finding where cases had dispersed to finding where rases had dispersed to come at finding where cases had dispersed to come at the other arm of this is the use of apps and so in south korea, for example, there is a triangulation between your mobile phone, your credit card details and also some implication of involving cameras.",neutral,0.929572
01133,2020,05,2020-05,bbc_news_tv,covid,"50 both those countries that have managed to keep both the numbers down and both the deaths and rases, numbers down and both the deaths and cases, have been very rigorous in rases, have been very rigorous in their cases, have been very rigorous in their contact tracing of both using the human side and using the development of apps and i think this is something that is being looked out across europe, the development of how you use apps along with contact tracing.",neutral,0.940646
01134,2020,05,2020-05,bbc_news_tv,covid,"given your experience in working in hong kong in terms of the response to the outbreak there, i’d be really interested to get your take on how our government builds confidence in a population after an outbreak, a pandemic.",neutral,0.701778
01135,2020,05,2020-05,bbc_news_tv,covid,"so the inquiry was then used for example, to build up the public health system which had been rather neglected, particularly the infectious disease particularty the infectious disease side of particularly the infectious disease side of it so hong kong now has a very robust infectious disease system, the centre for health protection, which enables them to respond extremely quickly when they have any other outbreaks.",neutral,0.931843
01136,2020,05,2020-05,bbc_news_tv,covid,"in terms of the wearing of masks, wearing of masks is and has grown culturally following and as soon as this coronavirus outbreak was announced, coronavims outbreak was announced, peopla in hong coronavirus outbreak was announced, people in hong kong immediately queued to go and buy masks so that they had their own supply of masks because wearing a mask has become, as you say, not necessarily the science, it’s the reassurance, reassurance issue.",neutral,0.841278
01137,2020,05,2020-05,bbc_news_tv,covid,president donald trump says he’s seen evidence that suggests coronavirus originated in a chinese laboratory.,neutral,0.868014
01138,2020,05,2020-05,bbc_news_tv,covid,"his own intelligence agencies have said they’re still investigating how the virus began, but have determined covid-19""was not manmade or genetically modified"".",neutral,0.900756
01139,2020,05,2020-05,bbc_news_tv,covid,did the deadly coronavirus emanate from here?,neutral,0.563
01140,2020,05,2020-05,bbc_news_tv,covid,"whilst laying to rest one of the more extreme conspiracy theories surrounding the virus, that it was man-made and unleashed as a biological weapon, the intelligence community didn’t contradict the president’s theory, saying: this country has already seen more cases of the coronavirus than anywhere else in the world, overa million, and more than 60,000 deaths.",neutral,0.788563
01141,2020,05,2020-05,bbc_news_tv,covid,"unsurprisingly there’s been anger and this led china to be able to give credence to an alternative conspiracy theory of their own, the was the one that originated the virus, the foreign ministry saying politicians are accusing the wuhan lab of intentionally licking the virus is a intentionally licking the vims is a lie, it’s intentionally licking the virus is a lie, it’s been fabricated for american political ambitions.",anger,0.768022
01142,2020,05,2020-05,bbc_news_tv,covid,people were worried about a second wave of infections but not the fact they were so close to this bio lab at the had accused of leaking the virus.,fear,0.908364
01143,2020,05,2020-05,bbc_news_tv,covid,breaking news coming to us on coronavirus from northern ireland.,neutral,0.531263
01144,2020,05,2020-05,bbc_news_tv,covid,new statistics show around 40% of new statistis show around 4096 of deaths new statistics show around 40% of deaths linked to 19 in northern ireland have occurred in rare northern ireland have occurred in care homes.,neutral,0.598846
01145,2020,05,2020-05,bbc_news_tv,covid,"the weekly figures published by the northern ireland statistics and research agency records all debts in which 19 is listed on the death certificate, so it provides a fuller picture of coronavirus mortality rate.",neutral,0.452961
01146,2020,05,2020-05,bbc_news_tv,covid,"that is the key statistic coming out of this latest weekly publication, new statistics showing around 40% of deaths linked to 19 in northern ireland have occurred in rare northern ireland have occurred in care homes.",neutral,0.664471
01147,2020,05,2020-05,bbc_news_tv,covid,"and of course, more broadly around the , there is a very big concern about how many deaths are happening in care homes deaths are happening in rare homes and that they deaths are happening in care homes and that they are properly recorded and that they are property recorded and and that they are properly recorded and acknowledged in figures.",fear,0.618633
01148,2020,05,2020-05,bbc_news_tv,covid,a spokesman origins of the new coronavirus.,neutral,0.64396
01149,2020,05,2020-05,bbc_news_tv,covid,in another sign of the huge impact of coronavirus on heathrow airport.,fear,0.704125
01150,2020,05,2020-05,bbc_news_tv,covid,"if a vaccine is found clearly the recovery will be stronger, if a vaccine isn’t found we may have to announce more cuts and deeper cuts into the future.",neutral,0.675347
01151,2020,05,2020-05,bbc_news_tv,covid,"we don’t know whether that will be extended further, we’ve sought support from the government particularly with the government particularty with regards to the government particularly with regards to certain sectors including aviation, to continue that because they will be slow at coming out of any lockdown measures than any other sector so we think there’s a possibility that it will be extended, hence we think it’s a very premature announcement.",neutral,0.824258
01152,2020,05,2020-05,bbc_news_tv,covid,"absolutely fundamentally and at the moment we have real concerns about some of the measures, we are still flying and measures, we are still ﬂying and still measures, we are still flying and still operating.",neutral,0.565572
01153,2020,05,2020-05,bbc_news_tv,covid,"well, there are some measures that you ran take in well, there are some measures that you can take in terms of airlines, you ran take in terms of airtines, social you can take in terms of airlines, social distancing is more problematic and that’s there problamatic and that’s there would problematic",neutral,0.890655
01154,2020,05,2020-05,bbc_news_tv,covid,"it needs the support and most importantly, as you 5“- the support and most importantly, as you say, it needs to build the confidence and therefore we need to look at these measures about social distancing, , the people who work distancing, , the peopla who work in the industry distancing, , the people who work in the industry and how it will affect them, as well as the passengers travelling.",neutral,0.901277
01155,2020,05,2020-05,bbc_news_tv,covid,the united nations secretary general antonio guterres has expressed his disappointment at the lack of leadership from major world powers during the coronavirus pandemic.,sadness,0.924428
01156,2020,05,2020-05,bbc_news_tv,covid,you have described covid-19 as the biggest challenge facing the world since the second world war.,neutral,0.581352
01157,2020,05,2020-05,bbc_news_tv,covid,"unfortunately what is true is that the world was not able to come together and to face covid-19 in an articulated, coordinated way.",sadness,0.476416
01158,2020,05,2020-05,bbc_news_tv,covid,"are you talking about the great power rivalry between the united states and china, this propaganda war that has erupted since covid-19 became a pandemic?",neutral,0.373448
01159,2020,05,2020-05,bbc_news_tv,covid,"the headlines: the british government says it’s confident it’s target of 100,000 daily coronavirus tests by the end of april has been met.",joy,0.721955
01160,2020,05,2020-05,bbc_news_tv,covid,president trump says he’s seen evidence coronavirus originated in a chinese laboratory but gives no details.,neutral,0.936534
01161,2020,05,2020-05,bbc_news_tv,covid,and south africa starts easing its coronavirus restrictions after five weeks of lockdown.,fear,0.608912
01162,2020,05,2020-05,bbc_news_tv,covid,"india has had more than 35,000 cases of coronavirus so far, and more than 1,100 people have died of the infection.",sadness,0.735129
01163,2020,05,2020-05,bbc_news_tv,covid,"and while doctors say it has slowed the spread of covid-19, it’s also meant that millions who depend on daily wages are facing extreme difficulty.",sadness,0.452868
01164,2020,05,2020-05,bbc_news_tv,covid,this man has recovered from covid in the southern state of kerala.,neutral,0.949723
01165,2020,05,2020-05,bbc_news_tv,covid,"more populous than canada, the region had the first coronavirus infections in march, but it curbed the spread, and its strategy is giving hope to the rest of the country.",neutral,0.894783
01166,2020,05,2020-05,bbc_news_tv,covid,"and while the real scale is hard to assess, doctors say covid would have spread a lot more quickly if india had not imposed a lockdown relatively early.",neutral,0.835888
01167,2020,05,2020-05,bbc_news_tv,covid,"as you go out of lockdown, it has to be first of all a phased release after lockdown, and many countries are now putting in place systems of how they will do that, and the monitoring testing is going to be extremely important",neutral,0.944145
01168,2020,05,2020-05,bbc_news_tv,covid,"in a land of furious inequality and habitual mismla, furious inequality and habitual misrule, the virus was always going mismla, the virus was always going to cause misrule, the virus was always going to cause chaos here in south africa.",anger,0.9872
01169,2020,05,2020-05,bbc_news_tv,covid,"in the overcrowded townships around johannesburg, news of covid-19’s rival, the first confirmed case was rival, the first confirmed rase was march rival, the first confirmed case was march the 5th, prompted dread.",fear,0.992739
01170,2020,05,2020-05,bbc_news_tv,covid,"but soon south africa did start to see an exponential rise, just like britain, although here the government was already reacting much quicker, imposing a lockdown just eight days after recording the 100th infection.",fear,0.452758
01171,2020,05,2020-05,bbc_news_tv,covid,"and as the lockdown softens, the near certainty that the infection rate will start to climb.",fear,0.865098
01172,2020,05,2020-05,bbc_news_tv,covid,"more than seven million children are at risk of hunger in afghanistan, says the international charity save the children, as food prices soar during a coronavirus lockdown.",fear,0.784791
01173,2020,05,2020-05,bbc_news_tv,covid,"afghanistan has so far recorded nearly 2,200 cases of covid-19 and 64 deaths.",neutral,0.703681
01174,2020,05,2020-05,bbc_news_tv,covid,"even before covid-19, afghanistan was deemed to be one of the most dangerous places in the world to be a child - with this pandemic, what is it like now?",fear,0.935188
01175,2020,05,2020-05,bbc_news_tv,covid,"but countries like afghanistan have been on a permanent state of crisis for decades, besieged by war that has gone on for decades, extreme malnutrition, and even before the coronavirus struck, the united coronavirus stmck, the united nations nations was predicting that million afghans would face what they all million afghans would face what they call food insecurity this winter.",fear,0.958792
01176,2020,05,2020-05,bbc_news_tv,covid,"and then when the virus stmck, and when you have a and then when the virus struck, and when you have a lockdown in a place like afghanistan, with so much of the population, including working street children, they depend on daily wages, $1 day, and when they daily wages, $1 a day, and when they don’t get that, no daily wages, $13 day, and when they don’t get that, no money daily wages, $1 a day, and when they don’t get that, no money means no food to eat, and so therefore that is this warning is being sounded that a third of the population, including 7 million children, could go hungry and could die of starvation.",fear,0.485592
01177,2020,05,2020-05,bbc_news_tv,covid,"so if aid comes in, whether within the country or from outside, is there an effective distribution system for that, and how concerned are international charities like save the children that, in this time of pandemic, when many peopla are that, in this time of pandemic, when many people are worried about where many peopla are worried about where wages will be many people are worried about where wages will be coming from, whether peopla are wages will be coming from, whether people are willing to donate?",fear,0.644065
01178,2020,05,2020-05,bbc_news_tv,covid,"the headlines on news: the british government says it’s confident it’s target of 100,000 daily coronavirus tests by the end of april has been met.",joy,0.819515
01179,2020,05,2020-05,bbc_news_tv,covid,president trump says he’s seen evidence coronavirus orginated we may find out more today about whether the football season can restart in britain.,neutral,0.893051
01180,2020,05,2020-05,bbc_news_tv,covid,"and while bringing a child into the world should be a moment ofjoy, the shadow of covid-19 has loomed large.",fear,0.802718
01181,2020,05,2020-05,bbc_news_tv,covid,it is nice that not everything about lockdown has been negative for these new parents.,joy,0.905829
01182,2020,05,2020-05,bbc_news_tv,covid,"i went into hospital, and i had the most amazing experience in hospital.",joy,0.719783
01183,2020,05,2020-05,bbc_news_tv,covid,the tribute song will aid the world health organization’s solidarity fund to fight covid-19.,joy,0.934084
01184,2020,05,2020-05,bbc_news_tv,covid,"the british government says it’s confident it’s target of 100,000 daily coronavirus tests by the end of april has been met.",joy,0.860468
01185,2020,05,2020-05,bbc_news_tv,covid,president trump says he’s seen evidence coronavirus orginated in a chinese laboratory - but gives no details.,neutral,0.868985
01186,2020,05,2020-05,bbc_news_tv,covid,"the government says they are confident that they have hit their own target for the number of daily coronavirus the government says they are confident that they have hit their own target for the number of daily coronavirus tests to be carried out by yesterday’s deadline - was now ""past the peak"" of the outbreak.",joy,0.888193
01187,2020,05,2020-05,bbc_news_tv,covid,"the target of 100,000 daily coronavirus tests - to be met by the end of april - had been set by the the ’s health secretary, matt hancock.",neutral,0.854611
01188,2020,05,2020-05,bbc_news_tv,covid,worldwide - the aviation industry has been hugely affected by the global lockdown - with budget airline ryanair announcing they are cutting up to three thousand pilot and cabin crewjobs - as they restructure to cope with the coronavirus pandemic.,fear,0.910733
01189,2020,05,2020-05,bbc_news_tv,covid,"meanwhile in the - president trump said he’s seen evidence coronavirus originated in a chinese laboratory, but provided no details.",neutral,0.891002
01190,2020,05,2020-05,bbc_news_tv,covid,"the national intelligence director’s office say covid-19 ""was not manmade or genetically modified"" and china rejects the theory.",neutral,0.781792
01191,2020,05,2020-05,bbc_news_tv,covid,in other developments - the united nations secretary general antonio guterres has expressed his disappointment at the lack of leadership from major world powers during the coronavirus pandemic.,sadness,0.926484
01192,2020,05,2020-05,bbc_news_tv,covid,"and here’s a reminder that, in the crossfire of coronavirus, heroes can be patients too.",neutral,0.897554
